year,qtr,origin,dest,pc_hawaiian,pc_aloha,pc_go,pc_island,pc_other,mf_hawaiian,mf_aloha,mf_go,mf_island,mf_other
1996,4,KOA,LIH,32,87,0,0,0,35.99,58,NA,NA,NA
1996,4,KOA,ITO,18,7,0,0,0,34,34,NA,NA,NA
1996,4,LIH,HNL,64,345,0,0,4,45,56.5,NA,NA,70.25
1996,4,LIH,OGG,21,160,0,0,0,46.52,61.81,NA,NA,NA
1996,4,LIH,KOA,49,87,0,0,0,47.99,58,NA,NA,NA
1996,4,LIH,ITO,23,46,0,0,0,67.99,38,NA,NA,NA
1996,4,ITO,HNL,42,241,0,0,0,43.01,51.49,NA,NA,NA
1996,4,ITO,OGG,66,96,0,0,0,40.99,47.755,NA,NA,NA
1996,4,ITO,KOA,39,8,0,0,0,44,34,NA,NA,NA
1996,4,ITO,LIH,30,44,0,0,0,58,45,NA,NA,NA
1997,1,HNL,OGG,42,502,0,0,63,29,67,NA,NA,63.5
1997,1,HNL,KOA,64,459,0,0,6,49.01,66.99,NA,NA,74.005
1997,1,HNL,LIH,30,411,0,0,0,46,57,NA,NA,NA
1997,1,HNL,ITO,75,259,0,0,0,51.99,51,NA,NA,NA
1997,1,OGG,HNL,71,488,0,0,82,43.04,63,NA,NA,63.5
1997,1,OGG,KOA,41,222,0,0,0,38,53,NA,NA,NA
1997,1,OGG,LIH,12,235,0,0,1,70.495,69,NA,NA,116.94
1997,1,OGG,ITO,44,100,0,0,0,40,46,NA,NA,NA
1997,1,KOA,HNL,78,513,0,0,3,59,68.01,NA,NA,66.99
1997,1,KOA,OGG,46,181,0,0,0,48,52,NA,NA,NA
1997,1,KOA,LIH,33,115,0,0,0,69,58.99,NA,NA,NA
1997,1,KOA,ITO,4,4,0,0,0,48,29,NA,NA,NA
1997,1,LIH,HNL,63,442,0,0,9,46.3,58,NA,NA,60
1997,1,LIH,OGG,8,207,0,0,1,59.005,69,NA,NA,148.02
1997,1,LIH,KOA,33,117,0,0,0,67.99,52,NA,NA,NA
1997,1,LIH,ITO,24,65,0,0,0,45,38.99,NA,NA,NA
1997,1,ITO,HNL,55,246,0,0,0,46.01,54,NA,NA,NA
1997,1,ITO,OGG,46,103,0,0,0,39.99,42,NA,NA,NA
1997,1,ITO,KOA,56,6,0,0,0,39,29,NA,NA,NA
1997,1,ITO,LIH,29,41,0,0,0,45,42.01,NA,NA,NA
1997,2,HNL,OGG,45,364,0,0,51,55,59,NA,NA,72
1997,2,HNL,KOA,49,380,0,0,3,41.9,57.94,NA,NA,79.01
1997,2,HNL,LIH,35,432,0,0,1,46.3,53,NA,NA,62
1997,2,HNL,ITO,56,202,0,0,0,47,56.01,NA,NA,NA
1997,2,OGG,HNL,39,347,0,0,49,51,57,NA,NA,69
1997,2,OGG,KOA,34,222,0,0,0,40.5,51,NA,NA,NA
1997,2,OGG,LIH,13,232,0,0,0,47.83,68.495,NA,NA,NA
1997,2,OGG,ITO,40,106,0,0,0,42,47,NA,NA,NA
1997,2,KOA,HNL,63,407,0,0,2,59,60.99,NA,NA,100.995
1997,2,KOA,OGG,38,167,0,0,0,41,49,NA,NA,NA
1997,2,KOA,LIH,33,100,0,0,0,46.99,57,NA,NA,NA
1997,2,KOA,ITO,21,0,0,0,0,34,NA,NA,NA,NA
1997,2,LIH,HNL,54,445,0,0,7,51.585,53,NA,NA,67
1997,2,LIH,OGG,17,227,0,0,0,47.83,63,NA,NA,NA
1997,2,LIH,KOA,25,111,0,0,0,46.99,51,NA,NA,NA
1997,2,LIH,ITO,23,41,0,0,1,20.99,44.65,NA,NA,78.99
1997,2,ITO,HNL,39,176,0,0,0,47,56.01,NA,NA,NA
1997,2,ITO,OGG,37,110,0,0,0,40,48.005,NA,NA,NA
1997,2,ITO,KOA,34,9,0,0,0,41.5,29,NA,NA,NA
1997,2,ITO,LIH,8,37,0,0,0,31.5,49,NA,NA,NA
1997,3,HNL,OGG,51,321,0,0,51,55,62,NA,NA,69
1997,3,HNL,KOA,36,319,0,0,2,30.79,68.01,NA,NA,76.495
1997,3,HNL,LIH,37,324,0,0,1,43,59.5,NA,NA,76
1997,3,HNL,ITO,30,253,0,0,0,32.13,56.51,NA,NA,NA
1997,3,OGG,HNL,61,287,0,0,56,55,58,NA,NA,70.75
1997,3,OGG,KOA,57,210,0,0,0,48,52.91,NA,NA,NA
1997,3,OGG,LIH,12,247,0,0,0,70.99,64.76,NA,NA,NA
1997,3,OGG,ITO,43,108,0,0,0,42,51,NA,NA,NA
1997,3,KOA,HNL,62,353,0,0,3,60.505,65,NA,NA,89.4
1997,3,KOA,OGG,31,161,0,0,0,55,56,NA,NA,NA
1997,3,KOA,LIH,41,98,0,0,1,63,57,NA,NA,149.01
1997,3,KOA,ITO,12,0,0,0,0,33.5,NA,NA,NA,NA
1997,3,LIH,HNL,67,318,0,0,4,51.67,57.75,NA,NA,50.15
1997,3,LIH,OGG,17,213,0,0,0,65,63,NA,NA,NA
1997,3,LIH,KOA,35,87,0,0,0,50.01,57,NA,NA,NA
1997,3,LIH,ITO,22,51,0,0,0,47,47,NA,NA,NA
1997,3,ITO,HNL,53,223,0,0,1,50,57,NA,NA,149
1997,3,ITO,OGG,49,106,0,0,0,40.99,47,NA,NA,NA
1997,3,ITO,KOA,42,5,0,0,0,41.5,43,NA,NA,NA
1997,3,ITO,LIH,12,74,0,0,0,59.005,43.82,NA,NA,NA
1997,4,HNL,OGG,68,400,0,0,66,30,61,NA,NA,72
1997,4,HNL,KOA,32,362,0,0,2,31.42,60.99,NA,NA,62.995
1997,4,HNL,LIH,57,383,0,0,2,24.15,54,NA,NA,60.125
1997,4,HNL,ITO,47,191,0,0,1,30,57,NA,NA,164
1997,4,OGG,HNL,75,377,0,0,69,82,60,NA,NA,66.5
1997,4,OGG,KOA,47,202,0,0,0,38,52.41,NA,NA,NA
1997,4,OGG,LIH,47,215,0,0,0,47.01,65.99,NA,NA,NA
1997,4,OGG,ITO,32,114,0,0,0,47,53.93,NA,NA,NA
1997,4,KOA,HNL,108,392,0,0,6,54.99,60.99,NA,NA,123
1997,4,KOA,OGG,31,162,0,0,0,46,54.75,NA,NA,NA
1997,4,KOA,LIH,40,87,0,0,1,49.495,63,NA,NA,151.99
1997,4,KOA,ITO,14,3,0,0,0,31.5,34,NA,NA,NA
1997,4,LIH,HNL,81,369,0,0,3,65,55.37,NA,NA,47.31
1997,4,LIH,OGG,76,225,0,0,0,47.01,65,NA,NA,NA
1997,4,LIH,KOA,69,83,0,0,0,41,57.51,NA,NA,NA
1997,4,LIH,ITO,50,38,0,0,0,40.99,56,NA,NA,NA
1997,4,ITO,HNL,59,220,0,0,0,64.99,58,NA,NA,NA
1997,4,ITO,OGG,47,108,0,0,0,42,54.99,NA,NA,NA
1997,4,ITO,KOA,34,5,0,0,0,33,59,NA,NA,NA
1997,4,ITO,LIH,40,45,0,0,0,42.5,51.99,NA,NA,NA
1998,1,HNL,OGG,30,394,0,0,75,55,63.5,NA,NA,72
1998,1,HNL,KOA,10,441,0,0,1,27,62.01,NA,NA,168.99
1998,1,HNL,LIH,29,406,0,0,0,45,58,NA,NA,NA
1998,1,HNL,ITO,23,227,0,0,0,49.01,58,NA,NA,NA
1998,1,OGG,HNL,36,365,0,0,52,86,61.5,NA,NA,66
1998,1,OGG,KOA,50,170,0,0,0,42,56.99,NA,NA,NA
1998,1,OGG,LIH,43,213,0,0,0,45.19,71,NA,NA,NA
1998,1,OGG,ITO,29,76,0,0,0,46,59,NA,NA,NA
1998,1,KOA,HNL,63,458,0,0,2,104.01,64,NA,NA,146.995
1998,1,KOA,OGG,18,162,0,0,0,47,58,NA,NA,NA
1998,1,KOA,LIH,52,75,0,0,0,38.01,65.99,NA,NA,NA
1998,1,KOA,ITO,2,0,0,0,0,39.5,NA,NA,NA,NA
1998,1,LIH,HNL,79,433,0,0,1,65,57,NA,NA,168
1998,1,LIH,OGG,53,201,0,0,0,45.01,75.51,NA,NA,NA
1998,1,LIH,KOA,53,68,0,0,0,45,66.01,NA,NA,NA
1998,1,LIH,ITO,37,32,0,0,1,40.99,49.99,NA,NA,89.99
1998,1,ITO,HNL,30,210,0,0,0,136.5,60,NA,NA,NA
1998,1,ITO,OGG,33,88,0,0,0,42,59,NA,NA,NA
1998,1,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
1998,1,ITO,LIH,31,35,0,0,0,44.01,62.01,NA,NA,NA
1998,2,HNL,OGG,145,379,0,0,50,65,62,NA,NA,73
1998,2,HNL,KOA,117,326,0,0,2,54.99,62.01,NA,NA,109.99
1998,2,HNL,LIH,162,367,0,0,0,58.525,61.5,NA,NA,NA
1998,2,HNL,ITO,95,204,0,0,0,34.99,61.99,NA,NA,NA
1998,2,OGG,HNL,237,392,0,0,59,78,61,NA,NA,73
1998,2,OGG,KOA,63,177,0,0,2,40,56,NA,NA,86
1998,2,OGG,LIH,64,232,0,0,0,45.01,73.75,NA,NA,NA
1998,2,OGG,ITO,61,73,0,0,0,43,59,NA,NA,NA
1998,2,KOA,HNL,221,335,0,0,2,68.01,65,NA,NA,172.505
1998,2,KOA,OGG,57,120,0,0,0,49,60,NA,NA,NA
1998,2,KOA,LIH,65,72,0,0,0,44.01,72.51,NA,NA,NA
1998,2,KOA,ITO,0,1,0,0,0,NA,36,NA,NA,NA
1998,2,LIH,HNL,195,347,0,0,0,73,60.5,NA,NA,NA
1998,2,LIH,OGG,73,186,0,0,0,46,75,NA,NA,NA
1998,2,LIH,KOA,71,72,0,0,0,41.99,65.5,NA,NA,NA
1998,2,LIH,ITO,28,33,0,0,0,43.5,60.01,NA,NA,NA
1998,2,ITO,HNL,146,194,0,0,0,54.99,61,NA,NA,NA
1998,2,ITO,OGG,61,80,0,0,0,40.99,58,NA,NA,NA
1998,2,ITO,KOA,3,2,0,0,0,29,26,NA,NA,NA
1998,2,ITO,LIH,25,45,0,0,0,42.99,56.99,NA,NA,NA
1998,3,HNL,OGG,187,357,0,0,37,55.5,68,NA,NA,73
1998,3,HNL,KOA,186,322,0,0,0,51,67.755,NA,NA,NA
1998,3,HNL,LIH,158,278,0,0,0,53.68,62.75,NA,NA,NA
1998,3,HNL,ITO,128,196,0,0,0,45.49,62.5,NA,NA,NA
1998,3,OGG,HNL,206,347,0,0,38,51,65,NA,NA,69
1998,3,OGG,KOA,81,135,0,0,0,46,58,NA,NA,NA
1998,3,OGG,LIH,70,198,0,0,0,50.67,78.5,NA,NA,NA
1998,3,OGG,ITO,44,73,0,0,0,45,58,NA,NA,NA
1998,3,KOA,HNL,203,359,0,0,1,53.51,68.01,NA,NA,162.49
1998,3,KOA,OGG,54,118,0,0,0,52,64,NA,NA,NA
1998,3,KOA,LIH,46,72,0,0,0,57.995,68,NA,NA,NA
1998,3,KOA,ITO,0,1,0,0,0,NA,22,NA,NA,NA
1998,3,LIH,HNL,179,305,0,0,0,45,62,NA,NA,NA
1998,3,LIH,OGG,50,208,0,0,0,38,77.99,NA,NA,NA
1998,3,LIH,KOA,50,83,0,0,1,54,79.01,NA,NA,171.99
1998,3,LIH,ITO,21,40,0,0,0,38.99,65,NA,NA,NA
1998,3,ITO,HNL,145,200,0,0,0,44.99,64.99,NA,NA,NA
1998,3,ITO,OGG,47,79,0,0,0,42,58,NA,NA,NA
1998,3,ITO,KOA,8,2,0,0,0,29,35.5,NA,NA,NA
1998,3,ITO,LIH,19,48,0,0,0,40,56.99,NA,NA,NA
1998,4,HNL,OGG,223,341,0,0,46,52,66,NA,NA,73.5
1998,4,HNL,KOA,203,287,0,0,1,50.01,65,NA,NA,180.01
1998,4,HNL,LIH,191,234,0,0,0,46,63,NA,NA,NA
1998,4,HNL,ITO,154,156,0,0,0,46.01,56.01,NA,NA,NA
1998,4,OGG,HNL,231,332,0,0,39,55.5,63,NA,NA,73
1998,4,OGG,KOA,99,156,0,0,0,43,59,NA,NA,NA
1998,4,OGG,LIH,75,203,0,0,1,50.5,69.99,NA,NA,175.01
1998,4,OGG,ITO,62,62,0,0,0,44,58,NA,NA,NA
1998,4,KOA,HNL,216,329,0,0,0,53,65,NA,NA,NA
1998,4,KOA,OGG,56,111,0,0,0,40,65,NA,NA,NA
1998,4,KOA,LIH,49,65,0,0,0,55.99,67.01,NA,NA,NA
1998,4,KOA,ITO,1,3,0,0,0,31,30,NA,NA,NA
1998,4,LIH,HNL,202,252,0,0,0,49,61.5,NA,NA,NA
1998,4,LIH,OGG,107,186,0,0,2,51.17,69,NA,NA,175.515
1998,4,LIH,KOA,54,68,0,0,0,45,60.5,NA,NA,NA
1998,4,LIH,ITO,34,42,0,0,0,42.01,48.495,NA,NA,NA
1998,4,ITO,HNL,152,153,0,0,1,49.01,63.01,NA,NA,90.01
1998,4,ITO,OGG,75,75,0,0,0,47,57,NA,NA,NA
1998,4,ITO,KOA,3,16,0,0,0,30,26,NA,NA,NA
1998,4,ITO,LIH,40,35,0,0,0,42.01,46.01,NA,NA,NA
1999,1,HNL,OGG,310,416,0,0,31,53,68,NA,NA,75
1999,1,HNL,KOA,204,352,0,0,2,53,79.01,NA,NA,184.5
1999,1,HNL,LIH,249,275,0,0,0,53,67.5,NA,NA,NA
1999,1,HNL,ITO,174,206,0,0,0,58.74,68,NA,NA,NA
1999,1,OGG,HNL,312,404,0,0,39,53.25,62.5,NA,NA,74
1999,1,OGG,KOA,96,157,0,0,0,46,61,NA,NA,NA
1999,1,OGG,LIH,106,192,0,0,0,60.495,69.99,NA,NA,NA
1999,1,OGG,ITO,68,70,0,0,0,43,59.5,NA,NA,NA
1999,1,KOA,HNL,238,356,0,0,1,58.865,74.445,NA,NA,215.49
1999,1,KOA,OGG,78,117,0,0,0,50.5,62,NA,NA,NA
1999,1,KOA,LIH,58,65,0,0,0,47.25,72,NA,NA,NA
1999,1,KOA,ITO,5,0,0,0,0,39,NA,NA,NA,NA
1999,1,LIH,HNL,253,264,0,0,0,52,70.5,NA,NA,NA
1999,1,LIH,OGG,93,222,0,0,0,51.01,69,NA,NA,NA
1999,1,LIH,KOA,70,70,0,0,0,39,81.495,NA,NA,NA
1999,1,LIH,ITO,37,18,0,0,0,38.99,59.99,NA,NA,NA
1999,1,ITO,HNL,147,192,0,0,0,58.99,64,NA,NA,NA
1999,1,ITO,OGG,82,71,0,0,0,47,60,NA,NA,NA
1999,1,ITO,KOA,2,1,0,0,0,34,3,NA,NA,NA
1999,1,ITO,LIH,42,34,0,0,0,38,47,NA,NA,NA
1999,2,HNL,OGG,280,304,0,0,18,53,68,NA,NA,74
1999,2,HNL,KOA,213,238,0,0,0,50.01,62.5,NA,NA,NA
1999,2,HNL,LIH,260,256,0,0,0,48,58.69,NA,NA,NA
1999,2,HNL,ITO,240,153,0,0,1,49.51,61,NA,NA,93.01
1999,2,OGG,HNL,315,252,0,0,23,51,66.955,NA,NA,74
1999,2,OGG,KOA,123,146,0,0,0,48,60,NA,NA,NA
1999,2,OGG,LIH,149,244,0,0,0,55.99,70.5,NA,NA,NA
1999,2,OGG,ITO,95,87,0,0,0,45.5,47,NA,NA,NA
1999,2,KOA,HNL,242,284,0,0,2,52.51,62.5,NA,NA,107.18
1999,2,KOA,OGG,73,108,0,0,0,50.5,61,NA,NA,NA
1999,2,KOA,LIH,64,60,0,0,0,51,60,NA,NA,NA
1999,2,KOA,ITO,4,1,0,0,0,29.75,30,NA,NA,NA
1999,2,LIH,HNL,273,271,0,0,3,51,62,NA,NA,75.83
1999,2,LIH,OGG,152,221,0,0,0,50.755,70.5,NA,NA,NA
1999,2,LIH,KOA,82,64,0,0,0,45,72.25,NA,NA,NA
1999,2,LIH,ITO,65,32,0,0,0,40.99,64.01,NA,NA,NA
1999,2,ITO,HNL,241,136,0,0,0,49.51,60.5,NA,NA,NA
1999,2,ITO,OGG,90,75,0,0,0,44,60,NA,NA,NA
1999,2,ITO,KOA,3,6,0,0,0,39,29.5,NA,NA,NA
1999,2,ITO,LIH,50,31,0,0,0,45,62.01,NA,NA,NA
1999,3,HNL,OGG,275,413,0,0,14,58.5,70.5,NA,NA,70.75
1999,3,HNL,KOA,211,339,0,0,3,53,64,NA,NA,172.01
1999,3,HNL,LIH,206,332,0,0,0,55.5,60,NA,NA,NA
1999,3,HNL,ITO,182,202,0,0,0,54.99,61,NA,NA,NA
1999,3,OGG,HNL,252,379,0,1,26,57.5,66,NA,78,73.75
1999,3,OGG,KOA,126,186,0,0,0,53.5,63,NA,NA,NA
1999,3,OGG,LIH,124,276,0,0,0,58.75,73.01,NA,NA,NA
1999,3,OGG,ITO,74,81,0,0,0,45.25,62,NA,NA,NA
1999,3,KOA,HNL,204,365,0,0,2,58.51,64,NA,NA,137.505
1999,3,KOA,OGG,76,133,0,0,0,51,64,NA,NA,NA
1999,3,KOA,LIH,71,96,0,0,0,46,71.245,NA,NA,NA
1999,3,KOA,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
1999,3,LIH,HNL,214,342,0,0,4,55,60,NA,NA,180
1999,3,LIH,OGG,112,255,0,0,0,50.5,71.51,NA,NA,NA
1999,3,LIH,KOA,43,92,0,0,1,46.99,72.01,NA,NA,186
1999,3,LIH,ITO,58,45,0,0,0,46.01,64.01,NA,NA,NA
1999,3,ITO,HNL,167,180,0,0,0,53.5,61,NA,NA,NA
1999,3,ITO,OGG,72,88,0,0,0,48,62,NA,NA,NA
1999,3,ITO,KOA,4,1,0,0,0,41,26,NA,NA,NA
1999,3,ITO,LIH,53,22,0,0,0,42.99,69.99,NA,NA,NA
1999,4,HNL,OGG,311,486,0,1,55,60,68.5,NA,60,73.5
1999,4,HNL,KOA,275,421,0,0,0,56.01,63,NA,NA,NA
1999,4,HNL,LIH,305,380,0,0,0,61,65,NA,NA,NA
1999,4,HNL,ITO,180,206,0,0,0,53.255,64.99,NA,NA,NA
1999,4,OGG,HNL,327,486,0,2,45,60.5,64.5,NA,78.5,73.5
1999,4,OGG,KOA,95,182,0,0,0,49,66,NA,NA,NA
1999,4,OGG,LIH,110,255,0,0,0,56.74,73,NA,NA,NA
1999,4,OGG,ITO,58,99,0,0,0,49.505,62,NA,NA,NA
1999,4,KOA,HNL,292,421,0,0,0,62.01,63,NA,NA,NA
1999,4,KOA,OGG,88,126,0,0,0,51.25,72,NA,NA,NA
1999,4,KOA,LIH,65,67,0,0,0,43.01,75.51,NA,NA,NA
1999,4,KOA,ITO,1,0,0,0,0,32,NA,NA,NA,NA
1999,4,LIH,HNL,237,384,0,0,1,56.5,64.42,NA,NA,84
1999,4,LIH,OGG,159,249,0,0,0,51.99,73.51,NA,NA,NA
1999,4,LIH,KOA,67,87,0,0,0,46,75.51,NA,NA,NA
1999,4,LIH,ITO,52,41,0,0,0,41.99,47,NA,NA,NA
1999,4,ITO,HNL,154,208,0,0,1,53.255,64.99,NA,NA,187.99
1999,4,ITO,OGG,79,83,0,0,0,49.01,53,NA,NA,NA
1999,4,ITO,KOA,0,3,0,0,0,NA,43,NA,NA,NA
1999,4,ITO,LIH,74,33,0,0,0,39.99,49,NA,NA,NA
2000,1,HNL,OGG,379,575,0,0,43,78,70.5,NA,NA,74
2000,1,HNL,KOA,300,547,0,0,0,65.495,70.51,NA,NA,NA
2000,1,HNL,LIH,309,432,0,0,0,61,62,NA,NA,NA
2000,1,HNL,ITO,157,230,0,0,0,51.99,61,NA,NA,NA
2000,1,OGG,HNL,400,539,0,1,44,78,69,NA,73.5,74
2000,1,OGG,KOA,125,214,0,0,0,47,68,NA,NA,NA
2000,1,OGG,LIH,132,240,0,0,0,55.81,76.42,NA,NA,NA
2000,1,OGG,ITO,77,74,0,0,0,49.01,65.005,NA,NA,NA
2000,1,KOA,HNL,311,553,0,0,2,65.99,69,NA,NA,142
2000,1,KOA,OGG,137,199,0,0,1,51,69,NA,NA,100
2000,1,KOA,LIH,61,109,0,0,0,46.99,75.99,NA,NA,NA
2000,1,KOA,ITO,0,15,0,0,0,NA,30,NA,NA,NA
2000,1,LIH,HNL,347,482,0,0,0,57,64,NA,NA,NA
2000,1,LIH,OGG,91,225,0,0,0,51.99,74.5,NA,NA,NA
2000,1,LIH,KOA,70,110,0,0,0,46.99,78.195,NA,NA,NA
2000,1,LIH,ITO,37,45,0,0,0,38.99,49,NA,NA,NA
2000,1,ITO,HNL,174,202,0,0,0,51.74,61,NA,NA,NA
2000,1,ITO,OGG,114,79,0,0,0,44,63.2,NA,NA,NA
2000,1,ITO,KOA,1,9,0,0,0,39,30,NA,NA,NA
2000,1,ITO,LIH,66,27,0,0,0,40.495,42.99,NA,NA,NA
2000,2,HNL,OGG,360,460,0,0,20,64.5,66,NA,NA,77
2000,2,HNL,KOA,292,383,0,0,1,67.015,71,NA,NA,93.51
2000,2,HNL,LIH,328,444,0,0,0,65.5,59,NA,NA,NA
2000,2,HNL,ITO,164,217,0,0,0,53.01,54,NA,NA,NA
2000,2,OGG,HNL,395,462,0,1,30,62,66,NA,63.5,92.75
2000,2,OGG,KOA,132,183,0,0,1,47,68,NA,NA,100
2000,2,OGG,LIH,107,267,0,0,0,51.99,76.5,NA,NA,NA
2000,2,OGG,ITO,41,90,0,0,0,49.5,65.5,NA,NA,NA
2000,2,KOA,HNL,320,425,0,1,0,65,71.99,NA,3.5,NA
2000,2,KOA,OGG,91,146,0,0,1,55,69,NA,NA,93
2000,2,KOA,LIH,93,97,0,0,0,46.99,79,NA,NA,NA
2000,2,KOA,ITO,1,14,0,0,0,25,33,NA,NA,NA
2000,2,LIH,HNL,326,405,0,0,1,64.5,62,NA,NA,200.01
2000,2,LIH,OGG,118,267,0,0,0,55,77.75,NA,NA,NA
2000,2,LIH,KOA,73,75,0,0,0,50.01,73.09,NA,NA,NA
2000,2,LIH,ITO,82,17,0,0,0,46.01,72,NA,NA,NA
2000,2,ITO,HNL,171,205,0,0,0,50,54,NA,NA,NA
2000,2,ITO,OGG,45,97,0,0,0,52.01,55.65,NA,NA,NA
2000,2,ITO,KOA,27,10,0,0,0,39,33,NA,NA,NA
2000,2,ITO,LIH,70,39,0,0,0,42.01,45,NA,NA,NA
2000,3,HNL,OGG,556,466,0,0,26,68.25,71,NA,NA,98.25
2000,3,HNL,KOA,483,398,0,1,1,63,70.51,NA,65.5,199.99
2000,3,HNL,LIH,503,443,0,0,0,63.5,67.5,NA,NA,NA
2000,3,HNL,ITO,307,247,0,0,0,54.99,67.5,NA,NA,NA
2000,3,OGG,HNL,563,474,0,1,26,65,69,NA,76.5,97.25
2000,3,OGG,KOA,203,162,0,0,0,54,66,NA,NA,NA
2000,3,OGG,LIH,228,333,0,0,0,55,69.99,NA,NA,NA
2000,3,OGG,ITO,176,118,0,0,0,49.1,66.01,NA,NA,NA
2000,3,KOA,HNL,541,404,0,1,2,64.51,71.745,NA,71.99,107.25
2000,3,KOA,OGG,182,132,0,0,0,59.5,67.5,NA,NA,NA
2000,3,KOA,LIH,106,77,0,0,0,49.01,69.99,NA,NA,NA
2000,3,KOA,ITO,2,10,0,0,0,27,33,NA,NA,NA
2000,3,LIH,HNL,497,433,0,0,0,63,67,NA,NA,NA
2000,3,LIH,OGG,181,316,0,0,0,53,70.47,NA,NA,NA
2000,3,LIH,KOA,155,79,0,0,0,50.01,69.51,NA,NA,NA
2000,3,LIH,ITO,114,25,0,0,0,50.5,4.99,NA,NA,NA
2000,3,ITO,HNL,311,235,0,0,1,54.5,67.5,NA,NA,100.99
2000,3,ITO,OGG,197,95,0,0,0,49.01,58,NA,NA,NA
2000,3,ITO,KOA,25,9,0,0,0,36,33,NA,NA,NA
2000,3,ITO,LIH,103,42,0,0,0,47,45,NA,NA,NA
2000,4,HNL,OGG,482,525,0,0,11,68,68,NA,NA,125
2000,4,HNL,KOA,422,387,0,0,2,66.99,70,NA,NA,138.505
2000,4,HNL,LIH,400,368,0,0,1,59,58.5,NA,NA,90.5
